,Account,User Name,Followers at Posting,Post Created,Post Created Date,Post Created Time,Type,Total Interactions,Likes,Comments,Views,Like and View Counts Disabled,URL,Link,Photo,Title,Description,Image Text,Sponsor Id,Sponsor Name,Overperforming Score (weighted  —  Likes 1x Comments 1x ),Description_Translated,Description_Sentiment,Image_Text_Translated,Image_Text_Sentiment
23,Karina Bacchi,karinabacchi,9173370.0,2023-01-06 11:16:22 EST,2023-01-06,11:16:22,Video,"10,692",9639,1053,64799,False,https://www.instagram.com/tv/CnFH_HUK-eb/,https://www.instagram.com/tv/CnFH_HUK-eb/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/323912450_5973741792647496_7656213113368516711_n.jpg?_nc_cat=108&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=b3Iu_6J25bwAX_QeY74&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfAbI4gF6lWP88GTReFfk7E1U2uZDWGXvW4vhqUlJMkYUw&oe=64039015,,FALANDO DE DEUS - LIVE DE HOJE 🙏🏻💕 assista mais e se inscreva no YouTube: canal Karina Bacchi,,,,-1.66,Speaking of God - Live of Today 🙏🏻💕 Watch more and subscribe to youtube: channel Karina Bacchi,0.7506,Nan,0.0
24,Eduardo Bolsonaro🇧🇷,bolsonarosp,5007970.0,2023-01-06 05:53:53 EST,2023-01-06,05:53:53,Photo,"64,270",60429,3841,0,False,https://www.instagram.com/p/CnEjJFxuV58/,https://www.instagram.com/p/CnEjJFxuV58/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/323789893_3039937196309797_6628191414392441414_n.jpg?_nc_cat=101&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=4UdZu7bRNV4AX92aNof&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfCc5NrzWmx1zfgUZcIZVRYBUzkqAjWhURaC2iDdVbNfqw&oe=63FEC41B,,"É CPX pra um lado, milícia para outro, a quadrilha não brinca em serviço. O PhD em milícia, Freixo, que hoje é serviçal da ministra do turismo enrolada com a criminalidade, desconversa e diz que não é com ele.

Podia ao menos abrir mão de sua escolta ARMADA né, tá tudo em casa mesmo.

E o trouxa do militante do PIÇÓL achando que o Freixo lutava por justiça. 😂 Deixe aqui sua risada.","política Milícia do Dilmo Novo presidente da Embratur, Freixo diz não estar constrangido com elo de ministra com miliciano: 'Cabe ela falar sobre' 04/01/23 ministra Daniela do novo presidente Embratur, Marcelo Freixo, minimizou as denúncias contra Turismo, Daniela Carneiro, Waguinho, que teria feito campanha ao lado de um miliciano, ex-policial militar Juracy Alves Prudêncio, Jura, condenado por homicídio. Atualmente deputado federal, Freixo produziu relatório da das Milícias quando era deputado estadual, em 2008, na Assembleia Legislativa do Estado do Rio de Janeiro (Alerj). época, CPI propôs indiciamento ex-militar. Miliciano ligado ministra de Lula citado relatório de CPI de Freixo",,,-1.62,"It is CPX to one side, militia to the other, the gang does not play in service.PhD in militia, Freixo, who today is the servant of the Minister of Tourism wrapped with crime, disconcerting and says it is not with him.

He could at least give up his armed escort right, everything is at home.

And the muggle of the militant of the piçol thinking that Freixo struggled for justice.😂 Leave your laugh here.",0.4145,"Politics of Dilmo Novo Embratur President, Freixo says he is not embarrassed by a minister with militia: 'It is up to she to talk about' 04/01/23 Minister Daniela of the new president Embratur, Marcelo Freixo, minimized the complaints against tourism, Daniela Carneiro, Waguinho, who would have campaigned alongside a militia, former military police officer Juracy Alves Prudencio, Jura, convicted of murder.Currently federal deputy, Freixo produced a report by the Militia when he was a state deputy in 2008 at the Legislative Assembly of the State of Rio de Janeiro (Alerj).Time, CPI proposed indictment former military.Militian Ligado Minister of Lula quoted CPI report from Freixo",-0.1506
25,Jair M. Bolsonaro,jairmessiasbolsonaro,25568980.0,2023-01-06 05:43:35 EST,2023-01-06,05:43:35,Photo,"899,093",866892,32201,0,False,https://www.instagram.com/p/CnEh9s0uE0F/,https://www.instagram.com/p/CnEh9s0uE0F/,https://scontent-fco2-1.cdninstagram.com/v/t51.29350-15/323658158_145042561686115_1262941234775963695_n.jpg?_nc_cat=101&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=XQ-xmluu3tAAX-Q2FbH&_nc_ht=scontent-fco2-1.cdninstagram.com&oh=00_AfCxW4gnLMJnT3zpqfgjGx2JtyWkTufnoNsqQcCjtZDawA&oe=64831C2F,,"- A maior fábrica de Grafeno da América Latina! É o Brasil saindo na frente!

- Maior parque de produção em escala industrial de grafeno na América Latina, a UCSGRAPHENE é vinculada à Universidade de Caxias do Sul (UCS) e atua nos campos de pesquisa, desenvolvimento e inovação com a finalidade de utilizar o grafeno para atender as demandas da indústria nacional. 

- Em 2021, uma portaria do Ministério da Ciência, Tecnologia e Inovações instituiu o programa Inova Grafeno e parceria para tornar a UCSGRAPHENE uma unidade EMBRAPII, organização social do MCTI. 

- A portaria prevê o desenvolvimento de nanocompósitos poliméricos com grafeno para aplicação em tratamentos cutâneos e medicina regenerativa com apoio da FINEP.

- O grafeno tem incríveis propriedades físicas, além de ser o mais leve e fino material existente, é 200 vezes mais forte do que o aço e considerado o melhor material condutor de calor e de eletricidade. 

- O Brasil é um dos países com maior reserva de grafite, fonte do grafeno, ao lado da China e do Canadá.",,,,-1.07,"- The largest graphene factory in Latin America!It's Brazil coming out ahead!

- Largest industrial scale production park in Latin America, UCSGRAPHENE is linked to the University of Caxias do Sul (UCS) and operates in the research, development and innovation fields in order to use graphene to meet industry demandsnational.

- In 2021, a concierge of the Ministry of Science, Technology and Innovations instituted the Inova Grafeno and partnership program to make UCSGRAPHENE a EMBRAPII unit, MCTI's social organization.

- The ordinance provides for the development of graphene polymeric nanocomposites for application in skin treatments and regenerative medicine with support from Finep.

- Graphene has incredible physical properties, besides being the lightest and thinner existing material, is 200 times stronger than steel and considered the best conductive material of heat and electricity.

- Brazil is one of the countries with the largest graffiti reserve, a source of graphene, next to China and Canada.",0.9133,Nan,0.0
26,Rodrigo Constantino,rodrigoconstantino1976,1447657.0,2023-01-05 23:43:29 EST,2023-01-05,23:43:29,Photo,"2,773",2645,128,0,False,https://www.instagram.com/p/CnD4wNpsZut/,https://www.instagram.com/p/CnD4wNpsZut/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/324072001_848111476448448_4573741998525880162_n.jpg?_nc_cat=101&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=EXuoTATD2ZcAX9C6xBU&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfCmCYso2nc0tyZUQfkX1FYIP5047siba8jMmkV1q9mrjg&oe=63ED6603,,Sai fora!!!,,,,-8.37,Get out!!!,0.0,Nan,0.0
27,Eduardo Bolsonaro🇧🇷,bolsonarosp,5006958.0,2023-01-05 19:35:12 EST,2023-01-05,19:35:12,Album,"124,757",118154,6603,0,False,https://www.instagram.com/p/CnDcVxPrXBB/,https://www.instagram.com/p/CnDcVxPrXBB/,https://scontent-fco2-1.cdninstagram.com/v/t51.29350-15/324236756_1141378883234591_2074603699956406870_n.jpg?_nc_cat=100&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=bCm_ben9JswAX_CJi7m&_nc_ht=scontent-fco2-1.cdninstagram.com&oh=00_AfCOqKBIXU_Za5PHVRkVMZxU58c4tXgbxmoVYJNSQHN7yQ&oe=6468F14A,,"Bolsonaro foi acusado injustamente pela esquerda, o tempo todo, de elo com milícia. Agora olha a ministra do turismo nomeada pelo Dilmo toda enrolada com milicianos!!!

Freixo, que é do RJ, expert em milícias diz não saber de nada. MJ Flávio Dino fala que político tem foto com todo mundo. Mas não é uma mera foto. 3 dias e já temos a 1ª crise da quadrilha.",,,,3.32,"Bolsonaro was unjustly accused from the left, all the time, a link with militia.Now look at the tourism minister named by Dilmo all wrapped with militiah !!!

Freixo, who is from RJ, an expert in militias says he knows nothing.MJ Flávio Dino says that politician has a photo with everyone.But it's not a mere photo.3 days and we already have the 1st gang crisis.",-0.8007,Nan,0.0
28,Eduardo Bolsonaro🇧🇷,bolsonarosp,5006958.0,2023-01-05 18:32:30 EST,2023-01-05,18:32:30,Album,"209,165",204691,4474,0,False,https://www.instagram.com/p/CnDVKikPawN/,https://www.instagram.com/p/CnDVKikPawN/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/323929969_1553109241795398_9045601193201452806_n.jpg?_nc_cat=110&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=WKG4rlmseksAX-RTp9-&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfDhEyzrrtKYUxqXJb9wqLh-ju9YsVSX2EDsL-8IH62_5w&oe=63FDEAA7,,Infelizmente faleceu hoje surfando em Nazaré🇵🇹 o brasileiro @marciofreiremaddog . Segundo o site @waves.com.br o mar tinha cerca de 6 metros (20 pés). Que Deus conforte familiares e amigos🙏 *Vídeo no stories.,,,,5.57,"Unfortunately, it died today surfing in Nazaré🇵🇹 Brazilian @marciofreiremaddog.According to the website @waves.com.br the sea was about 6 meters (20 feet).May God comfort family and friends🙏 *Video on Stories.",0.1779,Nan,0.0
29,Gustavo Gayer,gusgayer,546606.0,2023-01-05 17:57:46 EST,2023-01-05,17:57:46,Photo,"32,212",31311,901,0,False,https://www.instagram.com/p/CnDRMHcuxpY/,https://www.instagram.com/p/CnDRMHcuxpY/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/323949946_892827395233384_6030605701755972452_n.webp?stp=dst-jpg&_nc_cat=104&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=IsLHfFvM5P0AX8k6hpe&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfDNTrPUg4Nd-xW4A7X1aeP_puq2KFGqfFHFPpRBHoVrvg&oe=63E2EBC4,,"Link da matéria nos stories
https://revistaoeste.com/politica/deputado-federal-propoe-decreto-para-impedir-censura/","REVISTA OESTE POLÍTICA Deputado federal propõe decreto para impedir censura 'O estado está criando uma estrutura criminosa e inconstitucional para perseguir e calar quaquer pessoa que se oponha as ações desse governo', disse Gustavo Gayer",,,1.09,"Subject Link on Stories
https://revistaoeste.com/politica/deputada-federal-propoe-creto-para-impedir-censura/",0.0,"West Journal Political Deputy proposes a decree to prevent censorship 'the state is creating a criminal and unconstitutional structure to pursue and silence any person opposing the actions of this government,' said Gustavo Gayer",-0.2732
30,Oscar Magrini,oscarmagrini,467263.0,2023-01-05 13:07:04 EST,2023-01-05,13:07:04,Album,"2,500",2399,101,4593,False,https://www.instagram.com/p/CnCv7AzrlKZ/,https://www.instagram.com/p/CnCv7AzrlKZ/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/323539121_3463723680597160_2291981694592858267_n.jpg?_nc_cat=106&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=RireUAzyWtEAX9HwV8e&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfCmTMM8KCjayUjtBFawbgeZczdgHot-6Pi8uiWcoi7L5w&oe=6437C5A2,,"#tbt❤️ uma das cidades deste mundo que fui a trabalho e passeio ano passado #parisfrance apresentar o prêmio Brazilian people world a convite da minha amiga @marcilia_luzbet  juntamente com @ladyfontenelle show 👏🏻
#torreeiffel #catedralnotredame #sacrecoeur #frança🇫🇷 
#trèechic 😀😀🥰🥰😉😍 @portuguesebrazilianawards
#oscarmagrini",,,,1.82,"#TBT❤️ One of the cities of this world that went to work and walk last year #Parisfrance to introduce the Brazilian People World Award at the invitation of my friend @marcilia_luzbet along with @ladyfontenelle show 👏🏻
#TORREEIFFEL #CatedralNotredame #Sacrecoeur #França🇫🇷
#Trèechic 😀😀🥰🥰😉😍 @portuguesbrazilianawards
#Scarmagrini",0.9823,Nan,0.0
31,Flávio Bolsonaro,flaviobolsonaro,4405489.0,2023-01-05 12:51:47 EST,2023-01-05,12:51:47,Album,"65,699",64059,1640,0,False,https://www.instagram.com/p/CnCuLBBubZs/,https://www.instagram.com/p/CnCuLBBubZs/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/323839445_476497397988573_6052069459377252159_n.jpg?_nc_cat=105&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=V9mJInr4hKEAX-ilmDf&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfAB1qfcHToTpuhqGcakdfsFZFOcnYxNf-tIu-ZBezTzIQ&oe=63DD9A1F,,"A ESQUERDA NÃO MENTE, ELA É UMA MENTIRA!

É sempre bom recordar que contra fatos não cabem argumentos (ainda mais quando se mostram inverídicos). O governo Bolsonaro destinou cerca de R$ 103 milhões para as unidades da Casa da Mulher Brasileira (CMB) nesta gestão.

--

Via @cristianebrittooficial 

Que vergonha dizer que paralisamos o projeto da casa da mulher brasileira! Eles criaram em 2013 e eles mesmo paralisaram! Quando assumimos em 2019 só tinham 5 porque a do DF estava interditada! NÓS reformulamos o projeto e iniciamos a implementação com 32 em andamento e 9 casas estão com obras adiantadas para serem inauguradas em 2023! Então quem abandonou e quem ressuscitou o programa?",,,,2.71,"The left does not lie, it is a lie!

It is always good to remember that against facts do not fit arguments (especially when they are untrue).The Bolsonaro government allocated about R $ 103 million for the units of the Brazilian Women's House (CMB) in this management.

-

Via @cristianebrittooficial

What a shame to say that we paralyze the project of the Brazilian Women's House!They created in 2013 and they paralyzed themselves!When we took over in 2019 there were only 5 because the DF was banned!We reformulate the project and started the implementation with 32 in progress and 9 houses have advanced works to be inaugurated in 2023!So who abandoned and who rose the program?",0.6015,Nan,0.0
32,Carlos Bolsonaro 🇧🇷,carlosbolsonaro,3041504.0,2023-01-05 11:48:44 EST,2023-01-05,11:48:44,Photo,"81,836",76360,5476,0,False,https://www.instagram.com/p/CnCm9Qau32y/,https://www.instagram.com/p/CnCm9Qau32y/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/323827239_904259550574035_3687249085558302108_n.jpg?_nc_cat=106&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=Gp72uGXJDV0AX_JBdtK&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfAkz3CPa9d7lJ6jo20lltJZXTwBa_xsON8dqQ0nVnv_TQ&oe=63F2A891,,,"O Ministro da Fazenda, Haddad confunde CVM com Revista Oeste @revistaoeste CMN revistaoeste.com Ministro da Fazenda, Haddad confunde CVM com CMN LSUNARO 22 Carlos Bolsonaro De boas, também confundem PCC com outras siglas!",,,1.19,Nan,0.0,"Finance Minister Haddad confuses CVM with west magazine @revistaoeste cmn magazine.com Finance Minister Haddad confuses CVM with CMN Lsunaro 22 Carlos Bolsonaro de Boas, also confuses CCP with other acronyms!",-0.7345
33,Magno Malta,magnomalta,1599767.0,2023-01-05 10:04:26 EST,2023-01-05,10:04:26,Photo,"221,596",214361,7235,0,False,https://www.instagram.com/p/CnCbBX1LgZi/,https://www.instagram.com/p/CnCbBX1LgZi/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/324062428_837474854216191_7719183543628241474_n.jpg?_nc_cat=104&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=NQ8k0JXy2wcAX-wlb8D&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfB5mZIf2uihsvO8mK07-eihu2TZVwo1F6HXz3ON3BmocA&oe=63FCEE7C,,"Quando nos perguntam qual a diferença da direita para esquerda, podemos simplesmente mostrar essa foto e a contagem dos processos. É ou não gritante a diferença?",NENHUM PROCESSO 1.890 PROCESSOS PROCE,,,7.49,"When we ask us the difference from right to left, we can simply show this photo and the counting of the processes.Is it glaring or not?",0.0,"No process 1,890 price processes",-0.296
34,Rodrigo Constantino,rodrigoconstantino1976,1447506.0,2023-01-05 09:04:03 EST,2023-01-05,09:04:03,Photo,"2,358",2233,125,0,False,https://www.instagram.com/p/CnCUHFdrodq/,https://www.instagram.com/p/CnCUHFdrodq/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/323524641_166729919426477_1558533525228491862_n.jpg?_nc_cat=104&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=nISKeaUOfJoAX8cQzbS&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfColSseyymBSjZBz-_4GPy9htSEcX5wvR7VSRALeSZUHg&oe=63EAB7A0,,O Brasil petista… 🤡,"A partir de agora, quem for pego com arma na rua e não for ladrão, vai ser preso.",,,-10.12,Petista Brazil… 🤡,0.0,"From now on, whoever is caught with a gun on the street and not a thief will be arrested.",-0.4067
35,Carlos Bolsonaro 🇧🇷,carlosbolsonaro,3041504.0,2023-01-05 08:26:32 EST,2023-01-05,08:26:32,Photo,"38,911",36330,2581,0,False,https://www.instagram.com/p/CnCP0VhgfAR/,https://www.instagram.com/p/CnCP0VhgfAR/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/324069066_1299204284262286_7069682836158564161_n.jpg?_nc_cat=101&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=hUHL5bT5Wm4AX9gISLs&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfAwLgdnphFx6iIZUdt_OhvQctd5qjiSUBvGUU5CyaLgdA&oe=63F2FB4E,,,"Leandro Ruschel Eles acreditam que todo mundo é trouxa. Haddad, após reação do mercado: 'Ficha sobre legado de Bolsonaro caiu' Ministro MinistrodaFazenda da Fazenda Haddad, após reação do mercado: 'Ficha sobre legado de Bolsonaro caiu' Carlos Bolsonaro PP!!!! 2 WOLSONANO 22 2",,,-1.76,Nan,0.0,"Leandro Ruschel they believe that everyone is muggle.Haddad, after market reaction: 'Bolsonaro's legacy sheet fell' Minister Minister Haddad's Minister, after market reaction: 'Bolsonaro's legacy sheet fell' Carlos Bolsonaro PP !!!!2 WOLSONANO 22 2",0.0
36,Jair M. Bolsonaro,jairmessiasbolsonaro,25577705.0,2023-01-05 06:46:16 EST,2023-01-05,06:46:16,Photo,"1,618,146",1566887,51259,0,False,https://www.instagram.com/p/CnCEV86uiq7/,https://www.instagram.com/p/CnCEV86uiq7/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/323955105_158592456924056_2647030470358783870_n.jpg?_nc_cat=106&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=6-VHBuvwLjwAX-Jxqea&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfCdIMij_pK6tuC4xXLysEOjEBlNJDylKVEdQsa4yZ72-w&oe=6496A409,,"- No final de 2022, assinamos MP que mantém a garantia da isenção do DPVAT 2023 beneficiando milhões de motoristas brasileiros.

. Detalhes em nosso canal do Telegram cujo link de acesso se encontra em nossa BIO.",,,,1.68,"- At the end of 2022, we signed MP that maintains the guarantee of the exemption of DPVAT 2023 benefiting millions of Brazilian drivers.

.Details on our Telegram channel whose access link is in our bio.",0.25,Nan,0.0
37,Silvia Nobre Waiãpi,silviawaiapi,140276.0,2023-01-05 05:28:44 EST,2023-01-05,05:28:44,Photo,"4,254",4090,164,0,False,https://www.instagram.com/p/CnB7eAHN4AF/,https://www.instagram.com/p/CnB7eAHN4AF/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/323495230_550932333586200_2159033095273238751_n.jpg?_nc_cat=111&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=qJXUb2KS2dQAX-eAAdF&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfDLitQfvgqhcV7DSB513gM-d8yYQx_U9TzTIF2FRJ3b8Q&oe=640ACFCE,,"A Verdade destaca algumas personalidades que se levantaram contra o sistema e ajudaram o povo a enxergar a realidade. Mesmo contra uma avalanche de censura e autoritarismo, eles não se renderam. Essas Personalidades são o Jornalista Augusto Nunes, a Deputada Federal Silvia Waiãpi, o Deputado Federal General Girão, o Senador Plinio Valerio, Atleta Ana Paula Henkel, o jornalista Guilherme Fiuza, o jornalista e empresário Paulo Figueiredo.","Deputada Federal do Amapá SILVIA WAIÃPI é destaque da Revista A VERDADE AVerdade QUEM QUEM DOER DOAA 2022 RETROSPECTIVA Amanobra Lula apresidencia levou PERSONALIDADES A DO sistema erdade destaca algumas personalidades que ANO avalanche de censura ajudaram povo e enxergar autorifarismo, eles não se ealidade se levantaram contra O Mesmo contra uma render nderam am",,,-1.51,"Truth highlights some personalities that rose against the system and helped the people see reality.Even against an avalanche of censorship and authoritarianism, they did not surrender.These personalities are journalist Augusto Nunes, federal deputy Silvia Waiãpi, Federal Deputy General Girão, Senator Plinio Valerio, athlete Ana Paula Henkel, journalist Guilherme Fiuza, journalist and businessman Paulo Figueiredo.",0.3182,"Federal Deputy of Amapá Silvia Waiãpi is the highlight of the magazine The Truth Averdade who hurts 2022 Retrospective Amanobra Lula Presidencia took personalities to the system Erdade highlights some personalities that year avalanche of censorship helped people and see authorifarism, they did not get up against itEven against a rendering no am",-0.1531
38,Flávio Bolsonaro,flaviobolsonaro,4405489.0,2023-01-04 19:50:46 EST,2023-01-04,19:50:46,Photo,"86,271",78061,8210,0,False,https://www.instagram.com/p/CnA5U42OI_y/,https://www.instagram.com/p/CnA5U42OI_y/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/323712870_852723489330984_121687576292881074_n.jpg?_nc_cat=104&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=vReHUtNzwvwAX80TxRN&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfA81rNmRUQ1wWFhXZxaTYEwmOPfiDrjuAWEA5FFJJTncA&oe=63D87713,,"Aborto não é questão de saúde, é homicídio. Para quem se deixou enganar nas eleições, isso é só o começo da fatura que todo o povo brasileiro vai pagar. Oremos!","GAZETA DO POVO ASSINE I Cida Gonçalves ""Para nós, o aborto é questão de saúde pública"", diz ministra das Mulheres de Lula",,,-1.01,"Abortion is not a matter of health, it is murder.For those who have been fooled in the elections, this is just the beginning of the invoice that all the Brazilian people will pay.We pray!",-0.1695,"Gazeta do Povo Signs I Cida Gonçalves ""for us, abortion is a matter of public health,"" says Lula's minister",0.0258
