Account,User Name,Followers at Posting,Post Created,Post Created Date,Post Created Time,Type,Total Interactions,Likes,Comments,Views,Like and View Counts Disabled,URL,Link,Photo,Title,Description,Image Text,Sponsor Id,Sponsor Name,Overperforming Score (weighted  —  Likes 1x Comments 1x ),Description_Translated,Description_Sentiment,Image_Text_Translated,Image_Text_Sentiment
João Salas,oficialjoaosalas,,2023-01-05 14:15:50 EST,2023-01-05,14:15:50,Photo,99,70,29,0,False,https://www.instagram.com/p/CnC3yrUpNf-/,https://www.instagram.com/p/CnC3yrUpNf-/,,,"Me segue lá no @gettrofficial @gettrbrasiloficial 
.
.
#liberdade #gettr #brasil #minhabrasilia #brasilia",GETTR ME SEGUE LA @JOAOSALAS SALAGO JOÃO SALAS,,,-20.24,"Follow me there at @getTrofficial @getTrBrasiloficial
.
.
#Coly #Gettr #Brasil #MINHABRASILIA #Brasilia",0.0,Gettr follows me La @joaosalas Salgado João Salas,0.0
Jose Vasconcelos Viana,josevasconcelosviana,,2023-01-05 11:57:03 EST,2023-01-05,11:57:03,Photo,378,364,14,0,False,https://www.instagram.com/p/CnCn6LbOLJz/,https://www.instagram.com/p/CnCn6LbOLJz/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/323521002_1363150881164035_2586988938222420937_n.webp?stp=dst-jpg&_nc_cat=110&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=Mp_1b3gjecAAX9aHo9L&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfCem1GLXQ0np23qjiG8uI63AXMpLINa62rKPnO-yejzcA&oe=64944447,,"GOVERNO CORRUPTO!
.
.

.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
#alexandredemoraes #Moraes #Alexandre #urnaseletronicaséfraude #manifestações #grevedoscaminhoneiros #allandossantos #foraxandão #Lula #Bolsonaro #copadomundo #Haddad #pauloguedes #feliznatal #Natal #oladraonaosobearampa #artigo142 #quartéis #intervencaofederal #intervencaomilitar #bolsonaropreso",NENHUM PROCESSO 1.890 PROCESSOS,,,1.11,"CORRUPT GOVERNMENT!
.
.

.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
#AlexandreDeMoraes #moraes #Alexandre #UrnaSelectronicséFraude #Manifestations #GrevedCaminhoes #Allates #Foraxandão #Lula #Bolsonaro #copadomundo #haddad #Pauloges #Felizenatal #Natal #OladroSOBEAMPAPA ropper",0.0,"No process 1,890 processes",-0.296
Serginho Agrella,serginhoagrella,,2023-01-05 11:54:19 EST,2023-01-05,11:54:19,Photo,87,58,29,0,False,https://www.instagram.com/p/CnCnmL4L3de/,https://www.instagram.com/p/CnCnmL4L3de/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/323805615_852542115960268_4888779293973359778_n.webp?stp=dst-jpg&_nc_cat=110&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=Lg5xVNyMhsAAX-wPQMT&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfCx4Lvfl3HPHTtIlb8OMeKHMyuJFl2jAEbx0CCRZ85d_A&oe=6495928F,,Novo Senado indo Para cima do Molusco!,,,,3.22,New Senate going on the mollusk!,0.0,Nan,0.0
SARGENTO RODRIGUES,sargentorodriguesoficial,22982.0,2023-01-05 10:36:17 EST,2023-01-05,10:36:17,Photo,685,598,87,0,False,https://www.instagram.com/p/CnCeqnHLTJP/,https://www.instagram.com/p/CnCeqnHLTJP/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/324062281_698107665017572_2444463168604872712_n.jpg?_nc_cat=108&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=mHp-DUVhbfkAX9UUgyM&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfBIZPRtyZh1QC-P2EThMo_-BP2oS2w3TNu2m9pL6InJWg&oe=64942B60,,"#tbt da minha formatura do Curso de Formação de Cabo (CFC), em 1988. Passaram-se muitos anos, mas as lembranças permanecem vivas na minha memória 💙🚔",,,,2.08,"#TBT of my Cable Training Course graduation (CFC) in 1988. Many years have passed, but memories remain alive in my memory 💙🚔",0.8807,Nan,0.0
WESLEY ROS,wesleyros,280800.0,2023-01-05 10:14:50 EST,2023-01-05,10:14:50,Photo,"28,128",27317,811,0,False,https://www.instagram.com/p/CnCcNcur1Ub/,https://www.instagram.com/p/CnCcNcur1Ub/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/323747766_711164200399476_3965292729858541157_n.jpg?_nc_cat=108&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=MVDMyTv6QzMAX-2r-eO&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfDkW66pjGtQWzxW6-TWx_7blL2OBGwTQcnomLsjOIVAXA&oe=6494A8B8,,"Ta aí… PEGUE UMA CALCULADORA, pesquise no Google cada ministro, somem os processos e você mesmo cairá pra traz quando ver o resultado 🤷🏾‍♂️

FAiSZZUÉLI 😈",BRASIL DE BOLSONARO NENHUM PROCESSO BRASIL DE LULA 1 890 PROCESSOS PROCES,,,6.61,"Okay… Take a calculator, search Google every minister, add the processes and you will fall back when you see the result 🤷🏾‍♂️

FAISZZUÉLI 😈",0.4588,Brazil of Bolsonaro No process Brazil de Lula 1 890 Process Processes,-0.296
Jose Vasconcelos Viana,josevasconcelosviana,,2023-01-05 06:33:37 EST,2023-01-05,06:33:37,Photo,325,292,33,0,False,https://www.instagram.com/p/CnCC5PHOA-t/,https://www.instagram.com/p/CnCC5PHOA-t/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/323794223_730327738810068_4987985106944734750_n.webp?stp=dst-jpg&_nc_cat=109&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=_7mdXeRL7aoAX-P9FKx&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfCNkd3ajiP5m1UgzJbdLozz1o6Olkb1PaOKZGqufhFxrA&oe=6494C500,,"EU AVISEI!

SIGA @jvvnews
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
#alexandredemoraes #Moraes #Alexandre #urnaseletronicaséfraude #manifestações #grevedoscaminhoneiros #allandossantos #foraxandão #Lula #Bolsonaro #copadomundo #Haddad #pauloguedes #feliznatal #Natal #oladraonaosobearampa #artigo142 #quartéis #intervencaofederal #intervencaomilitar #bolsonaropreso","POLÍTICA OPINIÃO JVV ""O GOVERNO DO EX-PRESIDIÁRIO LULA JÁ ENFRENTA SEUS PRIMEIROS MOMENTOS DE CRISE POR CONTA DA INCAPACIDADE TÉCNICA DOS ESCOLHIDOS. NÃO FOI POR FALTA DE AVISO"" PORTAL JVV NOTÍCIAS SIGA @JVVNEWS NAS REDES SOCIAIS. ACESSE WWW.JVVNEWS.COM.BR",,,-1.05,"I WARNED!

Follow @jvvnews
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
#AlexandreDeMoraes #moraes #Alexandre #UrnaSelectronicséFraude #Manifestations #GrevedCaminhoes #Allates #Foraxandão #Lula #Bolsonaro #copadomundo #haddad #Pauloges #Felizenatal #Natal #OladroSOBEAMPAPA ropper",-0.481,"Politics JVV Opinion ""The government of former convict Lula already faces his first moments of crisis due to the technical inability of the chosen. It was not for lack of warning"" JVV News Siga @jvvNews on social networks.Visit www.jvvnews.com.br",-0.8041
Serginho Agrella,serginhoagrella,,2023-01-04 16:44:25 EST,2023-01-04,16:44:25,Photo,23,16,7,0,False,https://www.instagram.com/p/CnAj_9ruJeY/,https://www.instagram.com/p/CnAj_9ruJeY/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/323833844_1687583254991608_1289308200117237776_n.webp?stp=dst-jpg&_nc_cat=106&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=a-dkAWYnxDQAX_Ziof1&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfCVehPXATK9zGQ4u49IZ_-CXIENUCDeEIeBWo9DJlI2fw&oe=64944B3E,,"Nunca respeitaram nossa Bandeira, muito menos as cores dela, os Isentões estão felizes?",,,,-1.17,"Never respected our flag, much less her colors, the exempt are happy?",0.3707,Nan,0.0
Gilson da Autoescola,gilsondaautoescola,,2023-01-04 12:47:06 EST,2023-01-04,12:47:06,Photo,63,55,8,0,False,https://www.instagram.com/p/CnAI1zkpkJy/,https://www.instagram.com/p/CnAI1zkpkJy/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/323654023_866326321459880_4390970202475547318_n.jpg?_nc_cat=102&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=zPhQOWbA5eUAX9iAFev&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfCFuqL3L0KViV_pxfUffEZvO4Ob7L9w3EHJH_tzqRJtjA&oe=64953CD9,,"FALE CONOSCO

Nosso mandato inicia o ano mais próximo de vocês! 

Além das redes sociais que são um canal direto, e meu gabinete na Câmara Municipal de Betim, temos o WhatsApp para que você encaminhe sua demanda, crítica ou sugestão! Salve nosso contato.

Vamos trabalhar juntos por uma Betim cada vez melhor pra TODOS.

Trabalhando por você… trabalhando por Betim!

.

.

.

#vereadoratuante #juntos #contecomigo #mandatopopular #portavozdopovo #vereadorgilsondaautoescola #fechadocomopovo🇧🇷🔺",,,,1.12,"CONTACT US

Our mandate starts the year closest to you!

In addition to social networks that are a direct channel, and my office in Betim City Hall, we have WhatsApp so you can send your demand, criticism or suggestion!Save our contact.

Let's work together for a better and better Betim for everyone.

Working for you… working for Betim!

.

.

.

#Verexorating #Juts #Contecomigo #Mandatopopular #Prazedopovo #VereadorgilSondaAutoSchoa",0.5067,Nan,0.0
Jose Vasconcelos Viana,josevasconcelosviana,,2023-01-04 06:06:48 EST,2023-01-04,06:06:48,Photo,186,150,36,0,False,https://www.instagram.com/p/Cm_bB_tOdlD/,https://www.instagram.com/p/Cm_bB_tOdlD/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/323373681_863008784938957_7672349098641764571_n.webp?stp=dst-jpg&_nc_cat=110&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=WifzgT70_gMAX_2AUMR&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfDgrT9eU_0W18MgAtc7WDFHBHb21rRuitm1-R72mvghVA&oe=6494E051,,"MENTIROSO !
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
#alexandredemoraes #Moraes #Alexandre #urnaseletronicaséfraude #manifestações #grevedoscaminhoneiros #allandossantos #foraxandão #Lula #Bolsonaro #copadomundo #Haddad #pauloguedes #feliznatal #Natal #oladraonaosobearampa #artigo142 #quartéis #intervencaofederal #intervencaomilitar #bolsonaropreso","POLÍTICA LEGALIZAÇÃO DO ABORTO MINISTRA DA SAÚDE DE LULA DIZ QUE ABORTO É QUESTÃO DE SAÚDE PÚBLICA, E CONSIDERA O EX- PRESIDIARIC UM FORTE ALIADO SOBRE o TEMA PORTAL AL JVV NOTÍCIAS SIGA @JVVNEWS NAS REDES SOCIAIS. ACESSE wWW.JVVNEWS.COM.BR",,,-1.83,"Liar!
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
#AlexandreDeMoraes #moraes #Alexandre #UrnaSelectronicséFraude #Manifestations #GrevedCaminhoes #Allates #Foraxandão #Lula #Bolsonaro #copadomundo #haddad #Pauloges #Felizenatal #Natal #OladroSOBEAMPAPA ropper",-0.5562,"Politics Legalization of Lula Health Minister says abortion is a matter of public health, and considers the former presidiaric a strong ally on the theme Portal Al JVV News Siga @jvvnews on social networks.Visit www.jvvnews.com.br",0.5267
Jose Vasconcelos Viana,josevasconcelosviana,,2023-01-03 16:11:55 EST,2023-01-03,16:11:55,Photo,52,50,2,0,False,https://www.instagram.com/p/Cm97fDvpn29/,https://www.instagram.com/p/Cm97fDvpn29/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/323294378_867629290950696_5573418681017262469_n.webp?stp=dst-jpg&_nc_cat=109&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=OKc18QYmvTsAX-7hAHY&_nc_oc=AQkbhlpVD7ZJdJS84pM8Io2LrloeHrZ6H4pC6rKHJ4FlbjOtqeqjplsiueCpSUlMTmY&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfA6Jp7o7jhS2ggrMYeZR4pwHVZpvngJ_J1B8Rws-3j0yg&oe=6493B75A,,"NÃO DEIXAREMOS!
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
#alexandredemoraes #Moraes #Alexandre #urnaseletronicaséfraude #manifestações #grevedoscaminhoneiros #allandossantos #foraxandão #Lula #Bolsonaro #copadomundo #Haddad #pauloguedes #feliznatal #Natal #oladraonaosobearampa #artigo142 #quartéis #intervencaofederal #intervencaomilitar #bolsonaropreso","Jose Vasconcelos Viana @va... 2min Ο ""novo"" Brasil nada mais é do que a procura em acabar com a direita. #Brasil #BolsonaroOrgulhoDoBrasil × ထ့",,,-6.56,"We will not leave!
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
#AlexandreDeMoraes #moraes #Alexandre #UrnaSelectronicséFraude #Manifestations #GrevedCaminhoes #Allates #Foraxandão #Lula #Bolsonaro #copadomundo #haddad #Pauloges #Felizenatal #Natal #OladroSOBEAMPAPA ropper",0.1129,"Jose Vasconcelos Viana @va ... 2min ο ""new"" Brazil is nothing more than the search to end the right.#Brasil #bolsonaroorgilhodobrasil × ထ့",0.0
Núbia Modista,nubiamodista,,2023-01-03 15:49:32 EST,2023-01-03,15:49:32,Photo,3,2,1,0,False,https://www.instagram.com/p/Cm947L_vqq7/,https://www.instagram.com/p/Cm947L_vqq7/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/323799908_214133721061296_6702970206758584526_n.webp?stp=dst-jpg&_nc_cat=106&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=78kauuQPI5cAX_VVkCm&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfA4dKGUXI0P10zlSkoEUdKLBXjBx_-6HUv5kxsb1-YNOg&oe=6496751F,,Pés encharcados mais não desistiremos 🇧🇷🏕️,,,,-34.67,Soaked feet we will not give up 🇧🇷🏕️,0.0,Nan,0.0
Núbia Modista,nubiamodista,,2023-01-03 15:49:27 EST,2023-01-03,15:49:27,Photo,7,6,1,0,False,https://www.instagram.com/p/Cm946lAvti2/,https://www.instagram.com/p/Cm946lAvti2/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/323206609_718965459557168_8087086470748942996_n.webp?stp=dst-jpg&_nc_cat=106&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=93K2XfY6xwoAX_o28ew&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfD0TBngfiChI6-rt672IoMPzGVaogOfqUzeUKGiEJUnTQ&oe=6495AF12,,03/03/23,,,,-14.86,03/03/23,0.0,Nan,0.0
André da Maria Gorda,andremariagorda,364138.0,2023-01-03 15:19:47 EST,2023-01-03,15:19:47,Photo,"1,901",79,1822,0,False,https://www.instagram.com/p/Cm91hQKPOlM/,https://www.instagram.com/p/Cm91hQKPOlM/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/323732924_524788616097006_6486730125456817366_n.jpg?_nc_cat=102&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=qk0Q9vj4hDgAX8sFLWl&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfBjG8lz3JnMzJYh6WMdXOoQ7dULBUSztAI4kxBUkSxDKw&oe=6495BBFB,,Passando pra lembrar da melhor!!!,,,,30.17,Passing to remember the best !!!,0.7249,Nan,0.0
SARGENTO RODRIGUES,sargentorodriguesoficial,22959.0,2023-01-03 07:19:06 EST,2023-01-03,07:19:06,Photo,245,212,33,0,False,https://www.instagram.com/p/Cm8-gpvLmPY/,https://www.instagram.com/p/Cm8-gpvLmPY/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/323818798_3023814967763658_9131626930819631235_n.jpg?_nc_cat=107&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=s5M6MAf6gaEAX-QTx5i&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfDk0XnQ1WGTQvZfm9QZDD5LgZaq1WlmxI38QQJgFEoQLA&oe=6494C22C,,"No balanço de 2022, não poderia deixar de falar da Comissão de Segurança Pública da ALMG, da qual sou presidente.

São muitos anos de trabalho para que os servidores da segurança tenham seu próprio espaço, onde tem voz e vez sempre que necessário.

Que neste ano, de 2023, a Comissão de Segurança Pública continue como uma das mais atuantes do parlamento mineiro 🔺🚔",2022 00:01:51 COMISSÃO DE SEGURANÇA PÚBLICA: A MAIS ATIVA DA ALMG! 49 9REUNIÕES 11AUDIÊNCIAS PÚBLICAS IVISITA R U RONUES DEPUTADOESTADUAL TADO ESTADUAL SARGENTO ODRIGUES,,,-1.35,"In the 2022 balance, I could not fail to talk about the ALMG Public Security Commission, of which I am president.

It is many years of work for safety servers to have their own space, where they have a voice and time whenever necessary.

That this year, of 2023, the Public Security Commission continues as one of the most active of the Minas Gerais Parliament 🔺🚔",0.9089,2022 00:01:51 Public Security Commission: Almg's most active!49 9Remunion 11 Public Audiences Ivisa R U Roning Estadual Deputy Tedo State Sergeant Odrigues,0.4003
Jose Vasconcelos Viana,josevasconcelosviana,,2023-01-03 07:03:20 EST,2023-01-03,07:03:20,Photo,154,146,8,0,False,https://www.instagram.com/p/Cm88tNTuiBQ/,https://www.instagram.com/p/Cm88tNTuiBQ/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/323682991_1308464309946834_2291765970099316722_n.webp?stp=dst-jpg&_nc_cat=103&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=cSYO_UjaiTgAX_x9Yuk&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfBos1Ru3tM_yLq9siVnWbm_bcRk5z7IbwxnCRFcCBq4ww&oe=64940A42,,"LULA É MENTIROSO!
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
#alexandredemoraes #Moraes #Alexandre #urnaseletronicaséfraude #manifestações #grevedoscaminhoneiros #allandossantos #foraxandão #Lula #Bolsonaro #copadomundo #Haddad #pauloguedes #feliznatal #Natal #oladraonaosobearampa #artigo142 #quartéis #intervencaofederal #intervencaomilitar #bolsonaropreso",José Vasconcelos Viana @va... .2min o Brasil de Lula é o Brasil da mentira. -mentiu sobre armas -mentiu sobre o orçamento -mentiu sobre a democracia LIXO DE NOSSA HISTÓRIA #LulaNaoMeRepresenta 山1 ×,,,-2.21,"Lula is a liar!
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
#AlexandreDeMoraes #moraes #Alexandre #UrnaSelectronicséFraude #Manifestations #GrevedCaminhoes #Allates #Foraxandão #Lula #Bolsonaro #copadomundo #haddad #Pauloges #Felizenatal #Natal #OladroSOBEAMPAPA ropper",-0.5562,José Vasconcelos Viana @va ... .2min Brazil of Lula is Brazil of Lie.-Imu about weapons -Med about the budget -Med about the garbage democracy of our history #lulanaomerevado 山 1 ×,-0.4404
WESLEY ROS,wesleyros,280973.0,2023-01-02 21:11:54 EST,2023-01-02,21:11:54,Photo,"30,525",29790,735,0,False,https://www.instagram.com/p/Cm75BZTtBx8/,https://www.instagram.com/p/Cm75BZTtBx8/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/323513862_1208281043117867_9091758728072538437_n.jpg?_nc_cat=101&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=wJxa2fMZWfgAX9cC77C&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfC2sg_m4hcwzDRON3HozQmBzRZmdgi4yyXhXmuEFDoXtA&oe=64943664,,UÉ… não era tudo mentira do Sérgio Moro? … não inocentaram o Lul4 e o deixaram legível para a disputa que só pode acontecer com candidatos FICHA LIMPA?? 🤷🏾‍♂️… agora BUGUEI 🤔,"GLOBO Política Empresas condenadas pela Lava-Jato poderão quitar dívidas com obras, diz ministro de Lula ??? ??? UÉ? ENTÃO TEVE CORRUPÇÃO?",,,7.19,Hey… wasn't it all Sérgio Moro's lie?… They did not innocent Lul4 and made it readable to the dispute that can only happen with candidates Cleaned ??🤷🏾‍♂️… Now Bugu 🤔,-0.6458,"GLOBO POLICY COMPANIES CONDEMNED BY Lava-Jato can pay off debts with works, says Lula Minister ??????HUH?So there was corruption?",-0.7178
Salomao Vieira Oficial,salomaovieiraofc,335328.0,2023-01-02 14:26:31 EST,2023-01-02,14:26:31,Album,"11,723",11332,391,0,False,https://www.instagram.com/p/Cm7KoPzPRxq/,https://www.instagram.com/p/Cm7KoPzPRxq/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/323743082_1590461568062084_1178329339744647003_n.jpg?_nc_cat=100&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=FjI-vue5lmgAX_dDchb&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfCw_leXPrjwRxglZk1DwaCqjH7oVJDWAOm6lXmoJ4l_3Q&oe=64968557,,🙏🏽Tarde de Clamor pela nossa nação. A última palavra quem da é Deus🙏🏽🇧🇷,,,,2.85,🙏🏽 Cry for our nation.The last word who da is god🙏🏽🇧🇷,-0.25,Nan,0.0
Jose Vasconcelos Viana,josevasconcelosviana,,2023-01-02 13:30:42 EST,2023-01-02,13:30:42,Photo,83,69,14,0,False,https://www.instagram.com/p/Cm7EPadpd7i/,https://www.instagram.com/p/Cm7EPadpd7i/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/323475428_593292052804582_8234855556028720830_n.webp?stp=dst-jpg&_nc_cat=106&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=g0mGe_9p80sAX8mqTnF&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfChZvIhohP-IWc7VNvn0JajVOaRPvOORubrBojqB5t2bg&oe=64949182,,"URGENTE: COMEÇOU A CAÇA ÀS "" BRUXAS ""
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
#alexandredemoraes #Moraes #Alexandre #urnaseletronicaséfraude #manifestações #grevedoscaminhoneiros #allandossantos #foraxandão #Lula #Bolsonaro #copadomundo #Haddad #pauloguedes #feliznatal #Natal #oladraonaosobearampa #artigo142 #quartéis #intervencaofederal #intervencaomilitar #bolsonaropreso",José Vasconcelos Viana @va... ·1min: URGENTE! PEDIDO DE PRISÃO DE BOLSONARO SERÁ AVALIADO POR MORAES. 山 #BolsonaroTemRazao 们,,,-3.81,"URGENT: Hunting the ""witches"" started
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
#AlexandreDeMoraes #moraes #Alexandre #UrnaSelectronicséFraude #Manifestations #GrevedCaminhoes #Allates #Foraxandão #Lula #Bolsonaro #copadomundo #haddad #Pauloges #Felizenatal #Natal #OladroSOBEAMPAPA ropper",0.368,José Vasconcelos Viana @va ... · 1min: Urgent!Bolsonaro arrest request will be evaluated by Moraes.山 #BolSonarTemrazao 们,-0.4003
Josafá Ramos,josafarramos,,2023-01-02 09:37:28 EST,2023-01-02,09:37:28,Album,103,64,39,1175,False,https://www.instagram.com/p/Cm6pjO9OjJP/,https://www.instagram.com/p/Cm6pjO9OjJP/,https://scontent-sea1-1.cdninstagram.com/v/t51.36329-15/323004365_563386605290959_6400457322434772243_n.jpg?_nc_cat=111&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=ypXRYark0OsAX-UVeuQ&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfDyloYDkq7RrePEzHGCe01HfFHHPs0hq2EhcxH2wmtDIQ&oe=6494516E,,QGEx Distrito Federal 2jan23,,,,1.01,QGEX FEDERAL DISTRICT 2JAN23,0.0,Nan,0.0
Jose Vasconcelos Viana,josevasconcelosviana,,2023-01-02 06:51:52 EST,2023-01-02,06:51:52,Photo,442,395,47,0,False,https://www.instagram.com/p/Cm6WmVzubKf/,https://www.instagram.com/p/Cm6WmVzubKf/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/323579140_698415124987038_609317675776455511_n.webp?stp=dst-jpg&_nc_cat=100&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=w3uMECPat3oAX9h0XEK&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfBwznVgQXnam_05b0Ys5h828LdTMsauTZEoORKGBQ6Rsg&oe=64952157,,"EU VOU ATÉ O FIM. E VOCÊ ?
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
#alexandredemoraes #Moraes #Alexandre #urnaseletronicaséfraude #manifestações #grevedoscaminhoneiros #allandossantos #foraxandão #Lula #Bolsonaro #copadomundo #Haddad #pauloguedes #feliznatal #Natal #oladraonaosobearampa #artigo142 #quartéis #intervencaofederal #intervencaomilitar #bolsonaropreso",FORA LULA UL P,,,1.32,"I go to the end.AND YOU ?
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
#AlexandreDeMoraes #moraes #Alexandre #UrnaSelectronicséFraude #Manifestations #GrevedCaminhoes #Allates #Foraxandão #Lula #Bolsonaro #copadomundo #haddad #Pauloges #Felizenatal #Natal #OladroSOBEAMPAPA ropper",0.0,Outside Lula UL P,0.0
